Initializing AMReX (24.07-16-gdcb9cc0383dc)...
AMReX (24.07-16-gdcb9cc0383dc) initialized
Mean: 100000
Stdev: 25231
No of Run: 100
Number of nodes: 128
Number of boxes: 256
Ranks per node: 4

=== Starting Run 1 ===























































































































  Bucket 0 total weight: 1253714817
  Bucket 1 total weight: 1253463001
  Bucket 2 total weight: 1253174028
  Bucket 3 total weight: 1252294349
  Bucket 4 total weight: 1252032663
  Bucket 5 total weight: 1251613394
  Bucket 6 total weight: 1251593364
  Bucket 7 total weight: 1251339560
  Bucket 8 total weight: 1251057651
  Bucket 9 total weight: 1250730781
  Bucket 10 total weight: 1250333534
  Bucket 11 total weight: 1249960265
  Bucket 12 total weight: 1249845147
  Bucket 13 total weight: 1249781416
  Bucket 14 total weight: 1249374733
  Bucket 15 total weight: 1249233588
  Bucket 16 total weight: 1249216131
  Bucket 17 total weight: 1248965048
  Bucket 18 total weight: 1248049555
  Bucket 19 total weight: 1247277461
  Bucket 20 total weight: 1247121855
  Bucket 21 total weight: 1246899246
  Bucket 22 total weight: 1246889207
  Bucket 23 total weight: 1246791582
  Bucket 24 total weight: 1246276304
  Bucket 25 total weight: 1245950798
  Bucket 26 total weight: 1245618346
  Bucket 27 total weight: 1245517011
  Bucket 28 total weight: 1245400379
  Bucket 29 total weight: 1244878409
  Bucket 30 total weight: 1244830022
  Bucket 31 total weight: 1244658717
  Bucket 32 total weight: 1244335119
  Bucket 33 total weight: 1244228057
  Bucket 34 total weight: 1244045757
  Bucket 35 total weight: 1243959035
  Bucket 36 total weight: 1243575014
  Bucket 37 total weight: 1243449372
  Bucket 38 total weight: 1243443721
  Bucket 39 total weight: 1243371907
  Bucket 40 total weight: 1243168094
  Bucket 41 total weight: 1242927547
  Bucket 42 total weight: 1242913213
  Bucket 43 total weight: 1242554304
  Bucket 44 total weight: 1242537888
  Bucket 45 total weight: 1242529253
  Bucket 46 total weight: 1242524309
  Bucket 47 total weight: 1242481279
  Bucket 48 total weight: 1241891042
  Bucket 49 total weight: 1241886534
  Bucket 50 total weight: 1241834351
  Bucket 51 total weight: 1241523575
  Bucket 52 total weight: 1241208816
  Bucket 53 total weight: 1241192324
  Bucket 54 total weight: 1241145499
  Bucket 55 total weight: 1241066746
  Bucket 56 total weight: 1241022755
  Bucket 57 total weight: 1240993880
  Bucket 58 total weight: 1240957476
  Bucket 59 total weight: 1240918896
  Bucket 60 total weight: 1240815371
  Bucket 61 total weight: 1240748292
  Bucket 62 total weight: 1240267954
  Bucket 63 total weight: 1240195461
  Bucket 64 total weight: 1240172959
  Bucket 65 total weight: 1240001394
  Bucket 66 total weight: 1239964515
  Bucket 67 total weight: 1239630091
  Bucket 68 total weight: 1239335812
  Bucket 69 total weight: 1239314006
  Bucket 70 total weight: 1238886862
  Bucket 71 total weight: 1238707466
  Bucket 72 total weight: 1238474708
  Bucket 73 total weight: 1238391185
  Bucket 74 total weight: 1238376208
  Bucket 75 total weight: 1238373929
  Bucket 76 total weight: 1238136798
  Bucket 77 total weight: 1238089740
  Bucket 78 total weight: 1237311490
  Bucket 79 total weight: 1237213614
  Bucket 80 total weight: 1237173271
  Bucket 81 total weight: 1237055822
  Bucket 82 total weight: 1237043504
  Bucket 83 total weight: 1236968206
  Bucket 84 total weight: 1236754113
  Bucket 85 total weight: 1236663893
  Bucket 86 total weight: 1236451459
  Bucket 87 total weight: 1236265094
  Bucket 88 total weight: 1236130890
  Bucket 89 total weight: 1235999278
  Bucket 90 total weight: 1235806536
  Bucket 91 total weight: 1235528713
  Bucket 92 total weight: 1235305793
  Bucket 93 total weight: 1235215482
  Bucket 94 total weight: 1235133138
  Bucket 95 total weight: 1234784024
  Bucket 96 total weight: 1234494848
  Bucket 97 total weight: 1234483524
  Bucket 98 total weight: 1234393309
  Bucket 99 total weight: 1234207201
  Bucket 100 total weight: 1233606358
  Bucket 101 total weight: 1232727545
  Bucket 102 total weight: 1232417797
  Bucket 103 total weight: 1232400295
  Bucket 104 total weight: 1232255239
  Bucket 105 total weight: 1231904637
  Bucket 106 total weight: 1231779531
  Bucket 107 total weight: 1231567690
  Bucket 108 total weight: 1231386439
  Bucket 109 total weight: 1231118987
  Bucket 110 total weight: 1229835450
  Bucket 111 total weight: 1229373178
  Bucket 112 total weight: 1228840915
  Bucket 113 total weight: 1227472285
  Bucket 114 total weight: 1207966095
  Bucket 115 total weight: 1205426402
  Bucket 116 total weight: 1203734284
  Bucket 117 total weight: 1202206546
  Bucket 118 total weight: 1201676163
  Bucket 119 total weight: 1201528273
  Bucket 120 total weight: 1198783805
  Bucket 121 total weight: 1197785801
  Bucket 122 total weight: 1194042844
  Bucket 123 total weight: 1193061559
  Bucket 124 total weight: 1190483839
  Bucket 125 total weight: 1189536375
  Bucket 126 total weight: 1175978111
  Bucket 127 total weight: 1172458691
Only KNAPSACK  efficiency: 0.9859523266
test......: 
 Final Knapsack time: 0.001988341
DM: SFCProcessorMapDoIt called...
  (nprocs, nteams, nworkers) = (128, 128, 1)
  Bucket 0 contains 647378046
  Bucket 1 contains 1773979788
  Bucket 2 contains 671822594
  Bucket 3 contains 1625174258
  Bucket 4 contains 1100285172
  Bucket 5 contains 1269192976
  Bucket 6 contains 1329082322
  Bucket 7 contains 1205494253
  Bucket 8 contains 1105128762
  Bucket 9 contains 1212441402
  Bucket 10 contains 1300301484
  Bucket 11 contains 1417734783
  Bucket 12 contains 632301982
  Bucket 13 contains 1426812951
  Bucket 14 contains 1359849222
  Bucket 15 contains 1119115861
  Bucket 16 contains 1396053827
  Bucket 17 contains 1367806758
  Bucket 18 contains 853773052
  Bucket 19 contains 1653944567
  Bucket 20 contains 1456107414
  Bucket 21 contains 861774505
  Bucket 22 contains 1272298324
  Bucket 23 contains 1405161463
  Bucket 24 contains 1396346611
  Bucket 25 contains 982027152
  Bucket 26 contains 1510195002
  Bucket 27 contains 847781138
  Bucket 28 contains 1501879026
  Bucket 29 contains 990763015
  Bucket 30 contains 1410085276
  Bucket 31 contains 1447809108
  Bucket 32 contains 1224732413
  Bucket 33 contains 1176668528
  Bucket 34 contains 1180327256
  Bucket 35 contains 1015927975
  Bucket 36 contains 1148512172
  Bucket 37 contains 1443652495
  Bucket 38 contains 1221858262
  Bucket 39 contains 763553822
  Bucket 40 contains 1479864744
  Bucket 41 contains 1366016305
  Bucket 42 contains 1073191702
  Bucket 43 contains 1446891441
  Bucket 44 contains 1443871010
  Bucket 45 contains 829142613
  Bucket 46 contains 1370143831
  Bucket 47 contains 1221320806
  Bucket 48 contains 1330271267
  Bucket 49 contains 1343321076
  Bucket 50 contains 1334098271
  Bucket 51 contains 1064536479
  Bucket 52 contains 1224626430
  Bucket 53 contains 1368305362
  Bucket 54 contains 1361860873
  Bucket 55 contains 727318199
  Bucket 56 contains 1618066632
  Bucket 57 contains 1061079198
  Bucket 58 contains 852220527
  Bucket 59 contains 1445620570
  Bucket 60 contains 1245057086
  Bucket 61 contains 1412823851
  Bucket 62 contains 781104649
  Bucket 63 contains 1377719985
  Bucket 64 contains 1819938291
  Bucket 65 contains 831535225
  Bucket 66 contains 1117588136
  Bucket 67 contains 1470106972
  Bucket 68 contains 1519633229
  Bucket 69 contains 622694630
  Bucket 70 contains 1214059192
  Bucket 71 contains 1572902538
  Bucket 72 contains 1492989803
  Bucket 73 contains 679158641
  Bucket 74 contains 1549384643
  Bucket 75 contains 851672744
  Bucket 76 contains 1277629106
  Bucket 77 contains 1878412290
  Bucket 78 contains 684997331
  Bucket 79 contains 1238493923
  Bucket 80 contains 1324505630
  Bucket 81 contains 1241922672
  Bucket 82 contains 1186568928
  Bucket 83 contains 1375412555
  Bucket 84 contains 1506769706
  Bucket 85 contains 1076046816
  Bucket 86 contains 1027824284
  Bucket 87 contains 1337104612
  Bucket 88 contains 1101119701
  Bucket 89 contains 1277457229
  Bucket 90 contains 1038336651
  Bucket 91 contains 1498028354
  Bucket 92 contains 1220936943
  Bucket 93 contains 1548238288
  Bucket 94 contains 1123185723
  Bucket 95 contains 1230204247
  Bucket 96 contains 1330602973
  Bucket 97 contains 677443920
  Bucket 98 contains 1453545223
  Bucket 99 contains 1265890289
  Bucket 100 contains 1265984635
  Bucket 101 contains 1182383761
  Bucket 102 contains 1534043873
  Bucket 103 contains 1112401881
  Bucket 104 contains 1235919471
  Bucket 105 contains 1473622723
  Bucket 106 contains 1148363250
  Bucket 107 contains 1175603332
  Bucket 108 contains 1385981037
  Bucket 109 contains 1172982047
  Bucket 110 contains 838751103
  Bucket 111 contains 1650703771
  Bucket 112 contains 442062162
  Bucket 113 contains 1540150849
  Bucket 114 contains 1573827309
  Bucket 115 contains 1150353342
  Bucket 116 contains 1417610871
  Bucket 117 contains 776606060
  Bucket 118 contains 1318036716
  Bucket 119 contains 1395736097
  Bucket 120 contains 1265878927
  Bucket 121 contains 1399822759
  Bucket 122 contains 1051831625
  Bucket 123 contains 931966886
  Bucket 124 contains 1859636518
  Bucket 125 contains 1232288064
  Bucket 126 contains 494223694
  Bucket 127 contains 2028467087
Only SFC efficiency: 0.6093779133
test......: 
 Final SFC time: 0.001105974
SFC+painterPartition efficiency: 0.8134219607
 Final SFC+Painter time: 0.000143668
DM: SFCProcessorMapDoItCombined called...
  (nnodes, nteams, ranks_per_node) = (128, 128, 4)
  Bucket 0 contains 647378046
  Bucket 1 contains 1773979788
  Bucket 2 contains 671822594
  Bucket 3 contains 1625174258
  Bucket 4 contains 1100285172
  Bucket 5 contains 1269192976
  Bucket 6 contains 1329082322
  Bucket 7 contains 1205494253
  Bucket 8 contains 1105128762
  Bucket 9 contains 1212441402
  Bucket 10 contains 1300301484
  Bucket 11 contains 1417734783
  Bucket 12 contains 632301982
  Bucket 13 contains 1426812951
  Bucket 14 contains 1359849222
  Bucket 15 contains 1119115861
  Bucket 16 contains 1396053827
  Bucket 17 contains 1367806758
  Bucket 18 contains 853773052
  Bucket 19 contains 1653944567
  Bucket 20 contains 1456107414
  Bucket 21 contains 861774505
  Bucket 22 contains 1272298324
  Bucket 23 contains 1405161463
  Bucket 24 contains 1396346611
  Bucket 25 contains 982027152
  Bucket 26 contains 1510195002
  Bucket 27 contains 847781138
  Bucket 28 contains 1501879026
  Bucket 29 contains 990763015
  Bucket 30 contains 1410085276
  Bucket 31 contains 1447809108
  Bucket 32 contains 1224732413
  Bucket 33 contains 1176668528
  Bucket 34 contains 1180327256
  Bucket 35 contains 1015927975
  Bucket 36 contains 1148512172
  Bucket 37 contains 1443652495
  Bucket 38 contains 1221858262
  Bucket 39 contains 763553822
  Bucket 40 contains 1479864744
  Bucket 41 contains 1366016305
  Bucket 42 contains 1073191702
  Bucket 43 contains 1446891441
  Bucket 44 contains 1443871010
  Bucket 45 contains 829142613
  Bucket 46 contains 1370143831
  Bucket 47 contains 1221320806
  Bucket 48 contains 1330271267
  Bucket 49 contains 1343321076
  Bucket 50 contains 1334098271
  Bucket 51 contains 1064536479
  Bucket 52 contains 1224626430
  Bucket 53 contains 1368305362
  Bucket 54 contains 1361860873
  Bucket 55 contains 727318199
  Bucket 56 contains 1618066632
  Bucket 57 contains 1061079198
  Bucket 58 contains 852220527
  Bucket 59 contains 1445620570
  Bucket 60 contains 1245057086
  Bucket 61 contains 1412823851
  Bucket 62 contains 781104649
  Bucket 63 contains 1377719985
  Bucket 64 contains 1819938291
  Bucket 65 contains 831535225
  Bucket 66 contains 1117588136
  Bucket 67 contains 1470106972
  Bucket 68 contains 1519633229
  Bucket 69 contains 622694630
  Bucket 70 contains 1214059192
  Bucket 71 contains 1572902538
  Bucket 72 contains 1492989803
  Bucket 73 contains 679158641
  Bucket 74 contains 1549384643
  Bucket 75 contains 851672744
  Bucket 76 contains 1277629106
  Bucket 77 contains 1878412290
  Bucket 78 contains 684997331
  Bucket 79 contains 1238493923
  Bucket 80 contains 1324505630
  Bucket 81 contains 1241922672
  Bucket 82 contains 1186568928
  Bucket 83 contains 1375412555
  Bucket 84 contains 1506769706
  Bucket 85 contains 1076046816
  Bucket 86 contains 1027824284
  Bucket 87 contains 1337104612
  Bucket 88 contains 1101119701
  Bucket 89 contains 1277457229
  Bucket 90 contains 1038336651
  Bucket 91 contains 1498028354
  Bucket 92 contains 1220936943
  Bucket 93 contains 1548238288
  Bucket 94 contains 1123185723
  Bucket 95 contains 1230204247
  Bucket 96 contains 1330602973
  Bucket 97 contains 677443920
  Bucket 98 contains 1453545223
  Bucket 99 contains 1265890289
  Bucket 100 contains 1265984635
  Bucket 101 contains 1182383761
  Bucket 102 contains 1534043873
  Bucket 103 contains 1112401881
  Bucket 104 contains 1235919471
  Bucket 105 contains 1473622723
  Bucket 106 contains 1148363250
  Bucket 107 contains 1175603332
  Bucket 108 contains 1385981037
  Bucket 109 contains 1172982047
  Bucket 110 contains 838751103
  Bucket 111 contains 1650703771
  Bucket 112 contains 442062162
  Bucket 113 contains 1540150849
  Bucket 114 contains 1573827309
  Bucket 115 contains 1150353342
  Bucket 116 contains 1417610871
  Bucket 117 contains 776606060
  Bucket 118 contains 1318036716
  Bucket 119 contains 1395736097
  Bucket 120 contains 1265878927
  Bucket 121 contains 1399822759
  Bucket 122 contains 1051831625
  Bucket 123 contains 931966886
  Bucket 124 contains 1859636518
  Bucket 125 contains 1232288064
  Bucket 126 contains 494223694
  Bucket 127 contains 2028467087
Node 0 Each Knapsack efficiency: 0.25
Node 1 Each Knapsack efficiency: 0.6583516617
Node 2 Each Knapsack efficiency: 0.25
Node 3 Each Knapsack efficiency: 0.4766881506
Node 4 Each Knapsack efficiency: 0.4020444749
Node 5 Each Knapsack efficiency: 0.4837825133
Node 6 Each Knapsack efficiency: 0.4544432024
Node 7 Each Knapsack efficiency: 0.4602420283
Node 8 Each Knapsack efficiency: 0.4044499934
Node 9 Each Knapsack efficiency: 0.4003344422
Node 10 Each Knapsack efficiency: 0.3914640746
Node 11 Each Knapsack efficiency: 0.4190595367
Node 12 Each Knapsack efficiency: 0.25
Node 13 Each Knapsack efficiency: 0.3945043839
Node 14 Each Knapsack efficiency: 0.4451877992
Node 15 Each Knapsack efficiency: 0.416140543
Node 16 Each Knapsack efficiency: 0.4759954381
Node 17 Each Knapsack efficiency: 0.4424607495
Node 18 Each Knapsack efficiency: 0.4207312671
Node 19 Each Knapsack efficiency: 0.4619725012
Node 20 Each Knapsack efficiency: 0.4763236285
Node 21 Each Knapsack efficiency: 0.25
Node 22 Each Knapsack efficiency: 0.4892499264
Node 23 Each Knapsack efficiency: 0.6794614194
Node 24 Each Knapsack efficiency: 0.4443551054
Node 25 Each Knapsack efficiency: 0.4770006812
Node 26 Each Knapsack efficiency: 0.4901486424
Node 27 Each Knapsack efficiency: 0.4081332864
Node 28 Each Knapsack efficiency: 0.6195002093
Node 29 Each Knapsack efficiency: 0.3677687675
Node 30 Each Knapsack efficiency: 0.4829326253
Node 31 Each Knapsack efficiency: 0.4755747914
Node 32 Each Knapsack efficiency: 0.4119284698
Node 33 Each Knapsack efficiency: 0.3793374045
Node 34 Each Knapsack efficiency: 0.4551925672
Node 35 Each Knapsack efficiency: 0.3516183881
Node 36 Each Knapsack efficiency: 0.4641776046
Node 37 Each Knapsack efficiency: 0.437801612
Node 38 Each Knapsack efficiency: 0.4553013289
Node 39 Each Knapsack efficiency: 0.25
Node 40 Each Knapsack efficiency: 0.4940458495
Node 41 Each Knapsack efficiency: 0.5923242925
Node 42 Each Knapsack efficiency: 0.4533077083
Node 43 Each Knapsack efficiency: 0.451084014
Node 44 Each Knapsack efficiency: 0.4774448659
Node 45 Each Knapsack efficiency: 0.25
Node 46 Each Knapsack efficiency: 0.4163586112
Node 47 Each Knapsack efficiency: 0.4226872107
Node 48 Each Knapsack efficiency: 0.4769344256
Node 49 Each Knapsack efficiency: 0.4970534359
Node 50 Each Knapsack efficiency: 0.4132336934
Node 51 Each Knapsack efficiency: 0.482826491
Node 52 Each Knapsack efficiency: 0.4444669196
Node 53 Each Knapsack efficiency: 0.4239756177
Node 54 Each Knapsack efficiency: 0.4615265439
Node 55 Each Knapsack efficiency: 0.25
Node 56 Each Knapsack efficiency: 0.4277509487
Node 57 Each Knapsack efficiency: 0.4709173454
Node 58 Each Knapsack efficiency: 0.4274208478
Node 59 Each Knapsack efficiency: 0.4324215757
Node 60 Each Knapsack efficiency: 0.4580421518
Node 61 Each Knapsack efficiency: 0.4317128964
Node 62 Each Knapsack efficiency: 0.3545259601
Node 63 Each Knapsack efficiency: 0.4140074459
Node 64 Each Knapsack efficiency: 0.7099708664
Node 65 Each Knapsack efficiency: 0.25
Node 66 Each Knapsack efficiency: 0.4704861027
Node 67 Each Knapsack efficiency: 0.4779738347
Node 68 Each Knapsack efficiency: 0.5487162827
Node 69 Each Knapsack efficiency: 0.25
Node 70 Each Knapsack efficiency: 0.4175285731
Node 71 Each Knapsack efficiency: 0.4548145727
Node 72 Each Knapsack efficiency: 0.4623878772
Node 73 Each Knapsack efficiency: 0.25
Node 74 Each Knapsack efficiency: 0.5931591337
Node 75 Each Knapsack efficiency: 0.25
Node 76 Each Knapsack efficiency: 0.416657215
Node 77 Each Knapsack efficiency: 0.6324700516
Node 78 Each Knapsack efficiency: 0.25
Node 79 Each Knapsack efficiency: 0.4557708612
Node 80 Each Knapsack efficiency: 0.4779912418
Node 81 Each Knapsack efficiency: 0.4361525424
Node 82 Each Knapsack efficiency: 0.4500098466
Node 83 Each Knapsack efficiency: 0.4550573717
Node 84 Each Knapsack efficiency: 0.4737186511
Node 85 Each Knapsack efficiency: 0.4663398849
Node 86 Each Knapsack efficiency: 0.3594278255
Node 87 Each Knapsack efficiency: 0.4823386854
Node 88 Each Knapsack efficiency: 0.4787107146
Node 89 Each Knapsack efficiency: 0.4627185143
Node 90 Each Knapsack efficiency: 0.4529616972
Node 91 Each Knapsack efficiency: 0.4776519833
Node 92 Each Knapsack efficiency: 0.4294579743
Node 93 Each Knapsack efficiency: 0.387059572
Node 94 Each Knapsack efficiency: 0.495074213
Node 95 Each Knapsack efficiency: 0.4016424333
Node 96 Each Knapsack efficiency: 0.3761906125
Node 97 Each Knapsack efficiency: 0.25
Node 98 Each Knapsack efficiency: 0.4850659715
Node 99 Each Knapsack efficiency: 0.4797704258
Node 100 Each Knapsack efficiency: 0.4818149692
Node 101 Each Knapsack efficiency: 0.4676231045
Node 102 Each Knapsack efficiency: 0.6178125349
Node 103 Each Knapsack efficiency: 0.4522139171
Node 104 Each Knapsack efficiency: 0.4814054221
Node 105 Each Knapsack efficiency: 0.5998591788
Node 106 Each Knapsack efficiency: 0.4513642002
Node 107 Each Knapsack efficiency: 0.389658611
Node 108 Each Knapsack efficiency: 0.3804314029
Node 109 Each Knapsack efficiency: 0.4350747175
Node 110 Each Knapsack efficiency: 0.4342633417
Node 111 Each Knapsack efficiency: 0.6795821179
Node 112 Each Knapsack efficiency: 0.25
Node 113 Each Knapsack efficiency: 0.4099670637
Node 114 Each Knapsack efficiency: 0.5587373003
Node 115 Each Knapsack efficiency: 0.4742981954
Node 116 Each Knapsack efficiency: 0.5745449444
Node 117 Each Knapsack efficiency: 0.25
Node 118 Each Knapsack efficiency: 0.5029358202
Node 119 Each Knapsack efficiency: 0.4225494912
Node 120 Each Knapsack efficiency: 0.403786135
Node 121 Each Knapsack efficiency: 0.4642643815
Node 122 Each Knapsack efficiency: 0.4084055829
Node 123 Each Knapsack efficiency: 0.4061251332
Node 124 Each Knapsack efficiency: 0.6060796763
Node 125 Each Knapsack efficiency: 0.4503282481
Node 126 Each Knapsack efficiency: 0.25
Node 127 Each Knapsack efficiency: 0.6278979794
SFC efficiency for combined algorithm: 0.6093779133
SFC+Knapsack combined efficiency: 0.3090257602
 Final SFC+Knapsack_Combined time: 0.002103524

=== End of Run 1 ===
======================================


=== Starting Run 2 ===
